"line" "CW" "DTA" "DTS" "DTT" "ED" "EH" "EL" "ELL" "ELW" "ERN" "EW" "KNPE" "KNPR" "KWPE" "LBT" "PH" "TBN" "TL"
"3634" "MG_651_X_MG_1540" 39.68 66.84 69.35 64.52 4.7 120.04 21.03 95.4 10.1 13.22 228.99 551.94 40.31 194.06 5.73 277.13 11.84 41.79
"3635" "MG_651_X_MG_1518" 38.81 67.21 71.54 65.99 4.85 130.16 21.73 91.02 10.37 14.18 252.59 636.97 42.95 218.86 5.14 299.13 11.62 43.22
"3636" "MG_651_X_MG_1519" 38.55 66.29 67.7 65.25 4.94 116.88 20.88 91.53 10.15 16.11 264.54 663.84 40.76 215.73 5.45 296.49 9.08 42.51
"3637" "MG_651_X_MG_1520" 39.07 65.37 68.25 63.6 5.05 131.4 19.37 95.54 10.19 16.71 254.69 696.15 41.22 211.36 4.88 305.22 15.07 42.27
"3638" "MG_651_X_MG_1521" 39.04 67.03 69.53 65.99 4.91 118.73 20.61 96.63 10.54 15.87 271.68 628.7 39.56 217.45 4.05 292.13 7.62 45.37
"3639" "MG_651_X_MG_1522" 41.07 65.18 66.24 63.23 5.04 104.82 21.2 94.98 9.84 14.67 257.14 612.42 40.76 222.58 4.34 258.28 9.82 41.05
"3640" "MG_651_X_MG_1523" 41.5096635120925 67.3361146161935 68.8001577287066 65.8298720644935 4.99184893094988 122.167788293025 19.6918664563617 92.9547896950578 10.5839344549597 15.9069838766211 244.298671573782 627.090490711532 39.4300455660708 204.9262127585 5.04453382404486 283.801032246758 13.5623821209465 39.0900525854514
"3641" "MG_651_X_MG_1524" 37.72 67.95 69.17 66.72 4.85 132.96 20.57 90.39 11.18 14.67 248.06 601.82 40.24 204.27 5.09 295.73 10.88 37.32
"3642" "MG_651_X_MG_1525" 43.8 67.95 71 65.99 4.82 124.11 22.97 98.93 10.42 14.67 256.32 635.42 41.93 208.46 5.76 296.27 14.65 41.03
"3643" "MG_651_X_MG_1526" 40.77 65 68.25 63.42 5.19 115.03 20.67 95.12 10.84 15.03 262.08 619.13 40.51 218.86 4 273.23 13.42 42.88
"3644" "MG_651_X_MG_1527" 41.22 65.92 68.25 64.33 5.07 127.02 19.33 96.73 9.88 16.47 261.44 655.06 39.78 214.6 4.64 297.54 9.82 40.78
"3645" "MG_651_X_MG_1528" 35.61 66.11 67.7 64.52 5.1 108.18 19.56 94.5 10.71 18.04 242.63 710.36 39.85 216.87 5.42 274.27 8.75 43.36
"3646" "MG_651_X_MG_1529" 34.43 62.97 64.04 61.58 4.75 120.61 19.39 88.51 10.19 15.39 224.63 605.44 39.22 196.4 4.32 280.79 9.01 39.52
"3647" "MG_651_X_MG_1531" 35.55 67.76 71.36 66.54 4.96 123.58 19.48 90.68 10.26 15.15 234.02 623.53 40.5 202.42 4.34 275.21 15.4 40.41
"3648" "MG_651_X_MG_1532" 41.07 68.13 70.81 67.09 4.98 131.42 19.81 96.37 10.72 13.58 239.92 598.46 42.19 204.15 4.8 295.34 14.81 39.52
"3649" "MG_651_X_MG_1533" 45.38 66.66 69.35 65.07 5.14 116.44 21.26 93.72 11 16.53 274.95 673.15 40.52 226.86 6.27 277.22 11.54 40.7
"3650" "MG_651_X_MG_1535" 33.89 66.66 67.52 64.7 4.92 118.02 19.72 93.32 10.85 15.03 256.02 600.01 39.52 212.13 4.06 272.99 10.52 38.61
"3651" "MG_651_X_MG_1536" 32.4 66.66 68.43 65.44 4.93 119.93 19.48 93.93 9.64 17.07 251.13 671.08 39.57 217.36 3.99 281.58 12.31 41.35
"3652" "MG_651_X_MG_1539" 42.27 71.08 74.66 69.84 5.04 150.32 19.18 100.76 10.41 15.78 236 625.6 39.44 193.54 5.44 296.37 14.15 40.35
"3653" "MG_651_X_MG_1541" 35.02 71.26 73.12 69.84 4.77 160.89 17.96 98.34 9.96 14.18 222.94 532.3 37.53 178.06 4.65 330.64 12.9 43.13
"3654" "MG_651_X_MG_1542" 40.79 66.47 68.98 65.62 5.12 125.13 20.41 96.7 10.84 17.92 286.9 722.51 40.54 239.35 4.78 313.98 9.05 46.14
"3655" "MG_651_X_MG_1543" 42.02 65.37 67.88 64.33 5.17 121.33 19.74 93.24 10.43 17.43 281.67 718.37 41.05 238.69 4.01 292.86 11.65 43.4
"3656" "MG_651_X_MG_1544" 41.5096635120925 67.3361146161935 68.8001577287066 65.8298720644935 4.99184893094988 122.167788293025 19.6918664563617 92.9547896950578 10.5839344549597 15.9069838766211 244.298671573782 627.090490711532 39.4300455660708 204.9262127585 5.04453382404486 283.801032246758 13.5623821209465 39.0900525854514
"3657" "MG_651_X_MG_1545" 36.17 64.63 66.05 63.23 4.89 108.64 21.22 95.83 9.99 15.51 267.51 648.34 41.06 219.66 4.72 301.93 7.78 43.94
"3658" "MG_651_X_MG_1546" 41.56 67.03 69.71 65.8 5.13 116.5 20.85 93.92 10.16 16.47 273.67 651.18 39.63 217.64 6.01 294.7 9.63 45.82
"3659" "MG_651_X_MG_1547" 32.96 65.55 67.15 63.6 4.77 112.68 20.74 88.56 9.86 14.79 236.36 621.98 41.14 192.25 4.1 294.46 9.48 42.58
"3660" "MG_651_X_MG_1548" 41.5096635120925 67.3361146161935 68.8001577287066 65.8298720644935 4.99184893094988 122.167788293025 19.6918664563617 92.9547896950578 10.5839344549597 15.9069838766211 244.298671573782 627.090490711532 39.4300455660708 204.9262127585 5.04453382404486 283.801032246758 13.5623821209465 39.0900525854514
"3661" "MG_660_X_MG_1530" 40.16 61.13 64.41 59.38 4.73 95.12 19.74 82.85 10.59 14.3 210.32 543.41 37.9 181.66 5.47 260.18 16.06 38.88
"3662" "MG_660_X_MG_1534" 48.25 66.47 68.07 64.15 5.14 114.25 20.73 90.24 11.39 15.15 258.27 624.56 40.54 228.59 5.95 281.2 15.8 36.73
"3663" "MG_660_X_MG_1538" 54.44 74.39 75.36 72.41 4.83 139.4 21.22 96.92 11.03 13.82 243.09 550.91 38.69 184.89 6.39 307.38 18.01 43.56
"3664" "MG_660_X_MG_1540" 46.65 68.68 69.9 65.62 4.79 130.16 18.69 89.04 10.39 14.18 211.42 515.25 36.6 170.76 5.76 265.36 16.31 37.06
"3665" "MG_660_X_MG_1518" 45.67 66.47 69.35 65.07 4.85 117.74 20.2 88.06 10.86 13.34 232.05 578.56 41.44 203.13 4.93 277.73 14 40.04
"3666" "MG_660_X_MG_1519" 41.31 66.47 66.79 65.07 5.04 121.2 18.91 85.03 11.24 15.03 256.4 576.24 38.17 209.35 5.8 271.58 16.24 37.11
"3667" "MG_660_X_MG_1520" 41.78 66.29 68.8 63.97 4.96 133.87 20.02 89.65 10.38 15.39 238.47 618.62 39.86 199.56 6.07 284.05 16.36 35.35
"3668" "MG_660_X_MG_1521" 40.62 67.21 69.17 66.17 4.97 118.95 18.33 90.44 10.84 15.27 242.26 544.19 36.44 192.18 5.69 283.75 11.82 39.06
"3669" "MG_660_X_MG_1522" 42.88 67.21 68.25 65.44 5 96.51 18.96 90.5 10.73 14.06 230.49 523.26 37.26 191.84 6.2 227.56 12.83 34.57
"3670" "MG_660_X_MG_1523" 43.84 67.39 68.62 65.07 5.13 99.76 19.41 79.94 11.52 14.46 234.22 583.21 39.37 203.36 4.44 244.46 18.4 35.76
"3671" "MG_660_X_MG_1524" 42.06 69.05 69.35 67.64 4.97 132.66 17.43 86.27 11.16 13.1 203.59 429.71 33.6 165.51 6.44 282.29 14.37 33.36
"3672" "MG_660_X_MG_1525" 46.64 70.71 73.74 69.1 4.89 133.92 20.43 94.44 10.7 13.82 232.7 523.26 37.64 183.75 6.76 290.18 15.8 40.22
"3673" "MG_660_X_MG_1526" 47.9 67.39 68.62 65.25 5.17 116.97 19.97 85.71 11.34 14.43 241.27 557.89 38.46 200.43 6.25 253.31 18.52 36.49
"3674" "MG_660_X_MG_1527" 41.05 67.03 69.17 64.88 4.92 128.72 17.22 91.79 9.85 14.79 211.56 540.83 37.06 181.24 5.57 287.64 13.85 35.54
"3675" "MG_660_X_MG_1528" 35 65.92 66.79 64.15 4.92 98.84 18.77 88.01 10.5 15.87 217.8 606.21 38.54 186.91 6.06 255.27 12.79 37.45
"3676" "MG_660_X_MG_1529" 36.15 64.45 64.77 62.32 4.79 108.72 18.65 84.27 10.14 13.25 206.86 505.17 37.57 173.97 5.54 263.63 12.94 36.74
"3677" "MG_660_X_MG_1531" 41.18 69.24 70.26 68.19 4.92 134.79 17.74 86.47 10.8 15.15 230.58 556.08 37.26 187.56 5 285 19.69 35.47
"3678" "MG_660_X_MG_1532" 46.5 68.87 70.81 67.64 5.01 126.96 19.76 88.58 10.61 12.38 229.44 539.02 41.33 197.99 5.62 268.35 16.04 36.14
"3679" "MG_660_X_MG_1533" 52.08 67.95 68.07 66.35 5.18 113.19 19.55 84.49 11.17 15.19 243.99 586.54 38.64 205.2 6.34 248.49 12.61 35.45
"3680" "MG_660_X_MG_1535" 40.06 66.11 66.6 64.15 4.92 114.56 19.21 87.44 11.1 14.3 237.48 549.36 38.21 197.47 5.72 259.9 13.63 35.11
"3681" "MG_660_X_MG_1536" 36.63 65.55 66.79 63.6 5.04 106.63 18.58 85.61 10.16 16.71 232.32 623.01 38.02 197.98 4.88 259.81 16.61 36.54
"3682" "MG_660_X_MG_1539" 48.86 72.18 74.66 70.39 5.02 146.8 18.44 98.96 10.78 14.66 237.07 555.82 37.98 180.94 6.28 265.45 17.34 38.44
"3683" "MG_660_X_MG_1541" 44.65 72.37 74.29 70.2 4.96 156.06 17.41 92.16 10.73 13.82 225.9 504.65 36.66 173.7 5.18 317.2 17.23 40.81
"3684" "MG_660_X_MG_1542" 34.78 67.39 68.8 65.8 5.03 125.12 17.69 90.3 11.44 15.99 224.17 572.36 36.81 189.08 6.61 285.95 16.97 38.32
"3685" "MG_660_X_MG_1543" 41.57 66.84 67.88 64.88 5.22 116.2 18.06 92.2 11.03 15.91 252.5 583.73 37.39 205.65 5.95 275.81 14.26 41.95
"3686" "MG_660_X_MG_1544" 42.84 65.18 66.42 63.78 5.13 117.14 19.03 89.59 11.39 15.51 252.94 595.1 38.54 210.29 6.46 284.33 18.18 40.67
"3687" "MG_660_X_MG_1545" 36.18 64.82 66.79 63.6 4.89 109.28 18.37 87.26 10.53 13.82 226.48 507.75 36.84 183.87 6.85 278.56 13.16 37.78
"3688" "MG_660_X_MG_1546" 48.02 66.47 67.33 65.07 5.11 107.48 20.08 84.64 10.96 15.27 254.51 588.12 38.62 210.2 6.42 269.2 14.99 37.93
"3689" "MG_660_X_MG_1547" 35.15 65.18 66.6 63.42 4.86 114.85 18.46 81.42 10.18 14.43 220.13 523.77 36.7 188.5 6.39 277.58 14.55 38.04
"3690" "MG_660_X_MG_1548" 42.53 66.66 67.52 64.88 5.13 91.92 18.48 88.07 11.57 14.06 236.66 501.55 36.1 191.73 6.09 226.09 16.39 36.35
"3691" "MG_338_X_MG_1530" 33.87 62.24 64.04 60.67 4.63 90.4 19.79 83.59 10.79 13.28 201.46 508.01 37.62 179.84 5.16 261.02 11.32 40.89
"3692" "MG_338_X_MG_1534" 43.6 67.76 68.43 66.72 5.05 112.7 21.02 93.74 11.52 14.27 261.22 613.97 41.61 226.08 4.8 292.53 9.56 36.92
"3693" "MG_338_X_MG_1538" 55.01 74.06 76.93 73.87 4.78 137.84 23.36 103.51 11.18 13.91 253.29 576.24 40.33 186.47 5.36 318.23 13.65 44.01
"3694" "MG_338_X_MG_1540" 45.36 68.68 69.35 66.9 4.65 134.33 20.84 93.08 10.46 12.62 226.34 506.98 38.88 183.51 5.86 291.26 11.54 39.26
"3695" "MG_338_X_MG_1518" 41.5096635120925 67.3361146161935 68.8001577287066 65.8298720644935 4.99184893094988 122.167788293025 19.6918664563617 92.9547896950578 10.5839344549597 15.9069838766211 244.298671573782 627.090490711532 39.4300455660708 204.9262127585 5.04453382404486 283.801032246758 13.5623821209465 39.0900525854514
"3696" "MG_338_X_MG_1519" 40.66 66.47 66.97 65.44 5.07 117.8 20.87 87.07 10.98 15.03 255.01 598.72 39.48 216.28 6.08 294.89 10.15 38.63
"3697" "MG_338_X_MG_1520" 41.5096635120925 67.3361146161935 68.8001577287066 65.8298720644935 4.99184893094988 122.167788293025 19.6918664563617 92.9547896950578 10.5839344549597 15.9069838766211 244.298671573782 627.090490711532 39.4300455660708 204.9262127585 5.04453382404486 283.801032246758 13.5623821209465 39.0900525854514
"3698" "MG_338_X_MG_1521" 45.99 68.13 67.88 67.09 4.89 120.9 20.54 95.25 11.42 13.94 244.29 509.04 36.66 198.53 4.04 293.04 8.09 36.79
"3699" "MG_338_X_MG_1522" 44.94 66.47 67.15 65.44 5.05 107.6 20.4 94.77 11.15 13.7 258.95 546 39.07 218.7 4.3 259.6 9.96 35.71
"3700" "MG_338_X_MG_1523" 38.87 66.29 67.52 64.88 4.86 106.16 20.46 80.93 11.4 13.1 230.45 506.2 37.9 196.13 4.12 261.87 13.27 36.34
"3701" "MG_338_X_MG_1524" 46 68.68 68.8 67.45 5.1 130.35 20.23 86.77 12.03 14.79 260.06 615.78 40.73 216.96 4.74 290.07 11.25 33.98
"3702" "MG_338_X_MG_1525" 52.64 70.89 72.83 69.65 5.07 126.28 23.13 103.45 11.43 14.3 270.05 600.53 40.91 219.69 6.13 297.76 12.5 41
"3703" "MG_338_X_MG_1526" 40.54 66.84 67.33 65.44 5.09 113.99 20.66 85.39 11.82 13.37 251.56 531.27 38.83 214.11 5.42 264.29 13.71 38.14
"3704" "MG_338_X_MG_1527" 40.01 65.92 67.52 65.07 4.92 124.55 20.09 93.76 10.7 14.43 250.77 613.45 41.29 211.79 4.11 293.04 9.58 36.59
"3705" "MG_338_X_MG_1528" 41.5096635120925 67.3361146161935 68.8001577287066 65.8298720644935 4.99184893094988 122.167788293025 19.6918664563617 92.9547896950578 10.5839344549597 15.9069838766211 244.298671573782 627.090490711532 39.4300455660708 204.9262127585 5.04453382404486 283.801032246758 13.5623821209465 39.0900525854514
"3706" "MG_338_X_MG_1529" 41.5096635120925 67.3361146161935 68.8001577287066 65.8298720644935 4.99184893094988 122.167788293025 19.6918664563617 92.9547896950578 10.5839344549597 15.9069838766211 244.298671573782 627.090490711532 39.4300455660708 204.9262127585 5.04453382404486 283.801032246758 13.5623821209465 39.0900525854514
"3707" "MG_338_X_MG_1531" 40.53 69.6 69.71 68.55 5.07 126.19 19.74 89.28 11.18 14.18 252.82 595.36 40.8 216.34 3.98 285.64 15.32 35.58
"3708" "MG_338_X_MG_1532" 41.5096635120925 67.3361146161935 68.8001577287066 65.8298720644935 4.99184893094988 122.167788293025 19.6918664563617 92.9547896950578 10.5839344549597 15.9069838766211 244.298671573782 627.090490711532 39.4300455660708 204.9262127585 5.04453382404486 283.801032246758 13.5623821209465 39.0900525854514
"3709" "MG_338_X_MG_1533" 46.56 67.21 68.25 66.35 5.11 110.37 20.48 87.88 11.79 14.43 256.35 585.54 39.94 216.07 4.07 263.55 10.18 35.4
"3710" "MG_338_X_MG_1535" 40.48 66.84 66.79 65.62 4.83 106.55 21.13 92.74 11.53 13.46 249.18 544.45 39.41 210.9 4.54 263.24 10.37 36.27
"3711" "MG_338_X_MG_1536" 33.62 65.55 66.24 64.52 5.01 114.27 19.15 92.63 10.26 15.87 247.66 602.85 38.35 209.42 3.99 271.6 12.42 39.07
"3712" "MG_338_X_MG_1539" 52.54 74.39 74.91 71.67 5.12 146.46 20.18 103.37 11.41 14.43 252.4 569.77 39.07 198.59 3.95 296.82 13.34 38.85
"3713" "MG_338_X_MG_1541" 41.5 72.18 73.56 70.94 4.79 148.23 19.48 100.04 11.08 13.52 242.13 517.05 37.79 188.28 5 323.41 13.08 39.38
"3714" "MG_338_X_MG_1542" 41.05 67.76 68.62 66.54 5.07 120.18 21.23 93.97 11.76 15.75 263.84 610.35 38.81 215.42 5.75 311.9 9.52 42.24
"3715" "MG_338_X_MG_1543" 38.36 65.92 66.97 64.7 5.12 116.38 19.62 90.31 11.4 16.47 265.81 643.43 39.3 222.85 5.04 296.74 11.1 40.48
"3716" "MG_338_X_MG_1544" 41.5096635120925 67.3361146161935 68.8001577287066 65.8298720644935 4.99184893094988 122.167788293025 19.6918664563617 92.9547896950578 10.5839344549597 15.9069838766211 244.298671573782 627.090490711532 39.4300455660708 204.9262127585 5.04453382404486 283.801032246758 13.5623821209465 39.0900525854514
"3717" "MG_338_X_MG_1545" 38.51 64.82 66.05 63.78 4.96 116.74 20.31 96.6 10.77 14.06 243.97 576.24 40.01 209.84 4.81 285.97 7.91 39.66
"3718" "MG_338_X_MG_1546" 42.24 66.29 67.33 65.25 5 99.9 20.73 89.78 10.94 14.67 262.26 597.17 40.05 215.14 4.1 285.19 11.03 40.48
"3719" "MG_338_X_MG_1547" 40.2 66.29 66.97 64.7 4.96 119.2 20.84 88.28 10.74 13.94 262.82 568.48 39.87 223.81 4.89 300.95 9.26 40.35
"3720" "MG_338_X_MG_1548" 41.5096635120925 67.3361146161935 68.8001577287066 65.8298720644935 4.99184893094988 122.167788293025 19.6918664563617 92.9547896950578 10.5839344549597 15.9069838766211 244.298671573782 627.090490711532 39.4300455660708 204.9262127585 5.04453382404486 283.801032246758 13.5623821209465 39.0900525854514
"3721" "MG_992_X_MG_1530" 36.2 60.76 63.12 59.38 4.45 92.66 20.03 89.32 10.41 14.18 218.43 558.15 38.78 183.13 4.06 266.35 15.1 43.92
"3722" "MG_992_X_MG_1534" 46.19 68.13 69.53 67.27 5.03 132.63 22.26 100.58 10.45 14.24 268.27 637.22 42.85 228.72 5.28 300.02 12.94 39.79
"3723" "MG_992_X_MG_1538" 56.21 74.39 76.48 72.04 4.77 136.67 22.79 105.56 10.46 15.51 254.84 664.62 42.04 203.88 4.72 320.41 15.43 47.71
"3724" "MG_992_X_MG_1540" 44.44 68.68 69.53 66.9 4.6 138.35 22.11 98.28 10.12 14.06 237.91 584.76 40.5 196.5 5.72 294.93 13.74 43.39
"3725" "MG_992_X_MG_1518" 37.15 65.37 67.52 63.78 4.73 126.74 20.9 97.19 11.11 12.38 247 540.57 41.42 204.08 4.66 307.05 12.39 43.29
"3726" "MG_992_X_MG_1519" 40.3 66.29 66.97 65.07 5.03 117.47 20.61 95.22 10.81 15.3 266.52 644.72 41.29 215.28 6.31 282.45 15.32 43.36
"3727" "MG_992_X_MG_1520" 41.93 66.66 68.98 64.33 4.83 144.54 20.49 96.76 10.54 15.39 251.37 658.93 41.78 205.56 5.44 301.67 14.85 39.63
"3728" "MG_992_X_MG_1521" 44.41 68.13 68.98 66.9 4.92 123.34 20.85 98.43 10.89 14.23 276.38 606.93 40.99 223.27 4.71 290.36 10.99 42.59
"3729" "MG_992_X_MG_1522" 48.01 67.21 68.25 65.44 5.01 113.41 21.83 99.54 10.52 13.46 271.83 583.21 41.55 221.63 4.87 258.17 13.49 41.23
"3730" "MG_992_X_MG_1523" 41.5 67.58 68.8 65.44 4.81 108.69 21.14 93.87 10.81 14.18 245.76 579.34 39.97 206.96 4.55 263.87 18.52 40.21
"3731" "MG_992_X_MG_1524" 39.15 69.24 69.71 68.37 4.81 139.4 20.29 92.97 10.91 14.67 240.01 576.49 39.03 197.79 5.01 300.82 14 36.13
"3732" "MG_992_X_MG_1525" 51.32 69.97 72.09 68.19 4.88 136.48 23.89 105.46 9.94 13.94 265.85 601.3 41.59 215.36 5.89 299.21 15.95 43.39
"3733" "MG_992_X_MG_1526" 48.44 68.5 68.62 67.09 5.14 121.2 22.14 100.48 11 14.3 275.33 585.54 40.09 221.58 4.71 270.4 18.59 41.53
"3734" "MG_992_X_MG_1527" 43.24 66.84 68.25 65.07 5.04 134.18 19.25 99.13 9.86 15.93 253.71 609.83 38.63 207.46 4.85 296.53 13.52 40.06
"3735" "MG_992_X_MG_1528" 39.93 66.66 66.97 64.88 4.85 109.2 21.21 96.31 10.1 14.79 250.31 606.21 40.27 217.31 5.58 278.02 10.33 40.51
"3736" "MG_992_X_MG_1529" 37.96 64.26 64.96 62.68 4.72 129.09 20.08 95.07 10.14 13.61 225.07 548.84 39.37 190.25 4.04 295.44 10.74 38.96
"3737" "MG_992_X_MG_1531" 39.45 70.52 71 69.47 4.9 116.02 20.63 96.38 10.2 13.82 246.3 581.4 40.77 208.21 4.7 267.13 15.76 38.82
"3738" "MG_992_X_MG_1532" 46.82 69.6 71.36 68.55 5.1 138.49 20.66 98.71 10.85 12.74 253.61 584.76 43.28 218.21 5.28 296.42 16.97 39.66
"3739" "MG_992_X_MG_1533" 58.99 67.58 67.7 66.35 5.07 122.79 23.03 98.09 11.37 14.24 306.6 650.15 43.38 245.32 4.53 273.05 12.86 40.49
"3740" "MG_992_X_MG_1535" 39.93 68.31 67.88 66.72 4.84 129.24 21.59 95.01 10.65 13.34 259.78 561.76 40.69 212.35 4.56 275.02 12.02 40.35
"3741" "MG_992_X_MG_1536" 32.75 66.11 67.33 64.15 4.81 117.19 18.74 95.93 9.72 15.27 233.71 586.57 38.43 196.63 4.02 273.62 15.43 41.62
"3742" "MG_992_X_MG_1539" 52.78 73.1 74.84 71.3 4.99 138.62 22.43 107.21 10.2 14.15 252.11 600.79 41.21 208.37 4.2 305.8 18.65 40.05
"3743" "MG_992_X_MG_1541" 40.74 72.37 73.79 70.94 4.66 159.5 19.68 103.06 9.98 13.7 223.45 537.47 38.54 184.78 4.55 329.68 16.42 44.63
"3744" "MG_992_X_MG_1542" 37.08 67.03 67.33 65.44 4.88 127.09 21.01 97.74 10.64 15.99 251.29 649.11 40.31 214.65 6.58 299.62 14.41 45.16
"3745" "MG_992_X_MG_1543" 39.56 65.74 66.79 64.88 5.03 125.2 20.68 96 10.89 15.99 264.16 665.14 41.03 227.07 4.61 290.91 14.44 44.82
"3746" "MG_992_X_MG_1544" 40.89 67.39 67.7 65.8 5.07 127.95 20.61 100.89 10.68 16.35 273.76 691.75 41.63 233.39 4.94 303.96 14 46.2
"3747" "MG_992_X_MG_1545" 39.98 66.84 68.07 65.07 4.88 120.76 21.22 97.62 10.02 15.27 253.58 635.16 40.88 213.58 4.88 297.12 11.65 44.44
"3748" "MG_992_X_MG_1546" 38.94 68.13 68.43 66.17 4.86 112.71 21.4 92.24 10.35 14.06 255.04 592.52 40.9 215.69 4.98 277.15 11.36 46.19
"3749" "MG_992_X_MG_1547" 39.21 65.74 66.6 64.33 4.98 128.56 20.87 94.75 10.15 14.43 258.04 600.79 40.65 218.62 5.33 294.42 12.75 43.04
"3750" "MG_992_X_MG_1548" 47.43 68.13 68.98 66.35 4.94 108.29 22.97 102.04 11.38 13.34 282.22 609.06 43.21 233.77 5.14 259.98 15.96 42.09
"3751" "MG_994_X_MG_1530" 39.07 62.42 64.22 60.85 4.72 102.35 20.31 88.24 9.71 16.19 218.57 624.3 38.91 196.53 4.53 280.87 13.96 41.81
"3752" "MG_994_X_MG_1534" 49.62 67.39 69.53 66.54 5.17 123.17 21.05 94.29 10.52 17.43 264.96 754.55 42.5 240.76 5.52 300.83 10.44 35.6
"3753" "MG_994_X_MG_1538" 51.87 74.02 77.15 72.77 4.78 149.56 21.68 101.54 10.32 15.99 244.19 660.48 40.84 193.37 5.88 329 16.02 48.57
"3754" "MG_994_X_MG_1540" 47.27 69.24 69.9 66.35 4.75 139.85 21.06 91.88 9.78 14.55 235.57 596.39 40.2 195.35 5.3 292.28 12.79 40.44
"3755" "MG_994_X_MG_1518" 41.52 68.31 70.81 66.9 4.85 135.29 20.47 95.09 10.36 14.3 253.76 606.47 41.14 203.61 5.82 310.73 13.71 42.74
"3756" "MG_994_X_MG_1519" 44.1 68.13 68.62 67.09 5.12 127.73 20.59 92.31 10.56 17.19 272.72 711.14 41.1 218.46 5.96 301.01 11.98 40.38
"3757" "MG_994_X_MG_1520" 42.95 67.95 70.26 65.62 5.04 150.15 19.5 93.75 9.93 18.04 242.91 722.51 40.35 202.07 4.9 313.57 15.91 39.15
"3758" "MG_994_X_MG_1521" 50.5 71.26 72.09 69.65 4.98 125.58 21.22 96.71 10.25 16.71 272.42 695.89 41.21 224.16 4.9 305.99 9.05 41.4
"3759" "MG_994_X_MG_1522" 48.12 68.68 69.53 66.35 5.15 109.77 20.34 96.4 9.92 15.27 263.8 628.44 40.5 221.35 5.03 266.77 11.51 37.63
"3760" "MG_994_X_MG_1523" 45.43 69.42 71.54 67.09 5.12 110.2 19.84 88.79 10.77 16.11 250.6 665.14 40.65 211.24 4.33 274.61 17.63 38.41
"3761" "MG_994_X_MG_1524" 43.1 70.34 70.81 69.29 4.89 143.17 19.49 87.12 11.17 15.99 238.11 601.56 38.17 195.52 4.82 297.22 11.84 35.59
"3762" "MG_994_X_MG_1525" 50.46 71.45 74.11 70.02 5.03 132.71 22.53 101.21 10.34 15.03 262.56 631.28 41.1 215.14 5.56 309.34 13.19 42.64
"3763" "MG_994_X_MG_1526" 47.26 68.87 69.17 66.72 5.26 125.59 20.07 94.45 11.02 15.63 258.22 612.16 39.18 213.52 5.01 286.33 16.24 40.23
"3764" "MG_994_X_MG_1527" 46.74 67.76 68.62 65.99 5.09 135.62 19.72 94.98 9.73 17.55 261.77 714.5 40.73 218.33 4.84 311.89 12.17 37.71
"3765" "MG_994_X_MG_1528" 38.56 67.76 68.62 66.17 4.99 114.12 19.8 90.41 10.3 18.4 254.88 725.09 39.94 212.22 4.12 282.85 9.78 39.18
"3766" "MG_994_X_MG_1529" 37.89 63.71 64.22 62.68 4.9 119.82 19 88.51 10.24 16.35 230.05 641.88 39.41 195.92 4.37 295.98 9.01 38.63
"3767" "MG_994_X_MG_1531" 36.76 70.52 71.54 69.1 5.06 135.1 18.69 87.36 10.48 15.99 237.85 646.01 40.16 201.79 4.59 283.82 18.03 37.44
"3768" "MG_994_X_MG_1532" 44.34 69.6 71 68.37 4.96 143.73 19.84 94.84 10.71 14.3 232.33 619.65 41.82 208.12 4.41 303.34 16.17 37.78
"3769" "MG_994_X_MG_1533" 41.5096635120925 67.3361146161935 68.8001577287066 65.8298720644935 4.99184893094988 122.167788293025 19.6918664563617 92.9547896950578 10.5839344549597 15.9069838766211 244.298671573782 627.090490711532 39.4300455660708 204.9262127585 5.04453382404486 283.801032246758 13.5623821209465 39.0900525854514
"3770" "MG_994_X_MG_1535" 39.53 67.39 67.7 65.44 4.67 114.22 20.03 93.94 10.48 16.71 248.07 655.32 39.52 210.24 5.15 270.13 13.23 36.01
"3771" "MG_994_X_MG_1536" 34.92 67.03 67.7 65.25 4.96 114.44 19.35 92.61 9.53 17.8 253.71 688.91 39.33 215.55 4.38 281.2 14.61 39.43
"3772" "MG_994_X_MG_1539" 58.01 73.47 74.69 71.49 5.31 147.88 20.7 102.04 10.2 17.19 272.42 724.32 41.67 219.14 5.31 297.23 14.88 39.43
"3773" "MG_994_X_MG_1541" 40.33 73.1 75.39 71.49 4.73 181.57 18.97 100.15 9.78 14.79 225.11 570.81 38.51 184.7 4.09 350.1 15.8 41.48
"3774" "MG_994_X_MG_1542" 43.72 69.24 69.71 68.19 5.04 132.49 20.15 96.21 10.38 18.52 264.07 727.42 39.86 219.77 5 322.82 10.81 42.53
"3775" "MG_994_X_MG_1543" 41.31 67.39 68.62 66.54 5.22 128.76 19.46 95.56 10.8 18.4 288.44 744.99 40.76 233.86 4.79 314.05 12.39 43.86
"3776" "MG_994_X_MG_1544" 44.04 68.13 68.98 66.72 5.17 126.54 19.6 96.94 10.61 17.73 271.31 719.92 40.64 225.2 4.12 313.98 10.96 43.53
"3777" "MG_994_X_MG_1545" 47.34 67.03 68.07 65.62 5.09 120.54 21.14 94.81 9.95 16.23 265.01 669.01 40.8 226.61 5.45 305.63 8.64 41.92
"3778" "MG_994_X_MG_1546" 44.75 67.76 68.43 66.72 5.15 118.78 21.5 92.39 10.17 17.28 291.72 721.47 41.41 235.06 5.04 300.95 10.88 43.35
